age,bmi,female,footwear,group,injury,mf_d,mf_di,mf_ti,max,sprint,mf_s,time_hrs
45,20.33395195,0,2,2,3,42195,2,9930,82,1,4.2492447129909365,2.7583333333333333
33,22.08595085,1,1,3,3,42195,3,12867,40,0,3.2793191886220563,3.5741666666666663
47,21.83592224,0,2,2,1,42195,4,10747,86,1,3.926211966130083,2.9852777777777777
43,23.14814949,0,2,1,1,42195,3,10200,45,0,4.136764705882353,2.8333333333333335
38,19.04384041,0,2,1,1,42195,4,13069,75,1,3.228632642130232,3.6302777777777777
52,18.46590805,1,2,2,1,42195,2,15120,45,1,2.7906746031746033,4.2
41,31.45643044,0,2,3,2,42195,2,17623,42,0,2.3943142484253532,4.895277777777777
31,23.64955711,1,2,1,1,42195,4,13230,50,1,3.189342403628118,3.675
33,25.96857071,0,2,3,2,42195,3,12540,40,0,3.3648325358851676,3.4833333333333334
70,20.48413086,1,2,2,2,42195,3,16691,48,1,2.5280091067042116,4.636388888888889
26,25.04382706,0,2,2,1,42195,4,12000,40,0,3.51625,3.3333333333333335
70,26.42340279,0,1,3,2,42195,3,17340,35,1,2.4333910034602075,4.816666666666666
47,22.16610718,0,2,2,1,42195,3,12265,55,1,3.44027721157766,3.406944444444444
47,18.32382584,1,2,1,2,42195,4,12184,80,0,3.4631483913328958,3.3844444444444446
35,21.94683647,1,2,1,3,42195,2,17870,30,0,2.3612199216564074,4.963888888888889
28,18.75529671,0,1,2,1,42195,4,9742,75,1,4.331246150687744,2.7061111111111114
33,22.0466156,0,2,3,1,42195,3,11055,35,1,3.8168249660786975,3.0708333333333333
35,27.54821014,1,2,2,1,42195,3,22186,24,1,1.9018750563418372,6.1627777777777775
31,19.97297096,1,2,3,2,42195,4,14307,42,0,2.949255609142378,3.9741666666666666
48,20.41903305,1,2,3,3,42195,3,11777,56,1,3.582830941665959,3.2713888888888887
43,18.28758621,0,1,3,2,42195,2,15243,49,0,2.76815587482779,4.234166666666667
42,22.03365898,1,2,2,1,42195,2,12619,38,1,3.3437673349710755,3.5052777777777777
56,24.48979568,0,2,1,1,42195,4,16440,35,1,2.5666058394160585,4.566666666666666
60,20.92764473,0,2,3,1,42195,2,17880,40,0,2.3598993288590604,4.966666666666667
60,27.55586243,0,1,2,1,42195,3,17520,33,0,2.408390410958904,4.866666666666666
35,22.19460106,1,2,2,1,42195,3,13127,50,1,3.2143673345014094,3.6463888888888887
40,23.84960938,0,1,2,1,42195,3,11100,55,1,3.8013513513513515,3.0833333333333335
44,24.5955925,1,2,3,1,42195,2,14400,40,1,2.9302083333333333,4
30,21.30681801,1,2,2,2,42195,3,14043,34,1,3.0046998504593034,3.9008333333333334
31,24.55106735,0,2,2,3,42195,4,13321,50,0,3.167554988364237,3.700277777777778
30,24.18745041,1,2,2,1,42195,2,11940,65,1,3.5339195979899496,3.316666666666667
27,20.91937065,0,2,1,1,42195,3,9665,85,0,4.365752715985515,2.6847222222222222
45,25.79951668,1,2,2,1,42195,3,17340,34,0,2.4333910034602075,4.816666666666666
43,22.50635719,0,2,1,1,42195,4,12274,52,1,3.437754603226332,3.4094444444444445
47,25.04382706,1,2,1,1,42195,3,15660,40,0,2.6944444444444446,4.35
28,24.04452515,0,2,1,1,42195,3,13378,41,1,3.1540589026760353,3.716111111111111
39,26.41929436,0,1,1,1,42195,4,13520,55,0,3.1209319526627217,3.7555555555555555
45,23.5923233,0,2,1,1,42195,3,11040,55,0,3.8220108695652173,3.066666666666667
30,22.44668961,0,2,1,2,42195,3,13200,30,1,3.1965909090909093,3.6666666666666665
43,25.97402573,0,2,1,3,42195,3,14220,36,0,2.967299578059072,3.95
34,23.37423897,1,2,3,2,42195,2,12070,60,0,3.495857497928749,3.3527777777777774
29,20.522686,1,2,2,1,42195,2,13326,31,0,3.1663665015758666,3.7016666666666667
30,22.51829529,0,1,3,1,42195,3,13440,60,0,3.1395089285714284,3.7333333333333334
27,20.15620995,1,2,3,1,42195,2,13328,42,0,3.165891356542617,3.7022222222222223
35,25.27348328,0,2,2,1,42195,2,14354,35,1,2.939598718127351,3.987222222222222
48,22.4551754,1,2,1,3,42195,2,18667,14,1,2.2604060641774253,5.185277777777778
31,22.76068687,0,2,1,1,42195,3,12300,50,0,3.430487804878049,3.4166666666666665
41,26.7320137,0,2,1,3,42195,2,13032,22,0,3.2377992633517496,3.6199999999999997
28,21.49645615,0,2,1,2,42195,3,9363,71,1,4.506568407561679,2.6008333333333336
53,23.37423897,0,2,3,1,42195,2,13321,47,0,3.167554988364237,3.700277777777778
23,22.91344261,0,2,3,2,42195,2,17587,20,0,2.399215329504748,4.885277777777778
33,22.35768318,0,1,2,2,42195,3,11467,78,0,3.6796895439086073,3.185277777777778
44,20.86985588,1,2,1,1,42195,4,15458,50,0,2.7296545478069607,4.293888888888889
32,24.48979568,0,2,3,1,42195,2,9787,83,0,4.311331357923777,2.718611111111111
45,24.09897804,1,2,1,3,42195,2,17634,40,0,2.392820687308608,4.8983333333333325
42,24.18745041,1,3,2,2,42195,2,17171,44,0,2.4573408654126143,4.769722222222223
36,30.29488754,1,2,3,1,42195,3,16585,40,0,2.5441664154356345,4.606944444444445
31,21.81818199,1,2,3,1,42195,4,14526,30,0,2.904791408508881,4.035
34,21.74523163,0,2,2,1,42195,3,12180,50,0,3.4642857142857144,3.3833333333333333
34,23.08344269,0,1,3,1,42195,2,12484,50,1,3.379926305671259,3.4677777777777776
46,20.86985588,1,2,1,1,42195,2,15600,50,1,2.7048076923076922,4.333333333333333
30,21.23309135,1,2,2,3,42195,3,15780,43,0,2.673954372623574,4.383333333333334
37,23.27125931,1,2,2,2,42195,4,12826,50,1,3.289801964759083,3.562777777777778
35,21.70465088,1,2,1,1,42195,3,13484,50,0,3.12926431326016,3.7455555555555553
41,22.47685242,1,2,2,2,42195,4,17280,40,0,2.4418402777777777,4.8
34,23.67722511,0,2,2,1,42195,3,13028,55,0,3.2387933681301813,3.618888888888889
33,20.321558,0,2,1,1,42195,4,13450,50,0,3.137174721189591,3.736111111111111
35,22.60793114,0,1,1,1,42195,4,9335,72,1,4.520085698982324,2.593055555555556
26,19.79558945,1,2,2,1,42195,2,13523,48,1,3.120239591806552,3.7563888888888886
40,25.37774658,0,2,2,1,42195,4,11691,55,1,3.609186553759302,3.2475
41,22.90478325,1,2,1,1,42195,2,14940,35,1,2.82429718875502,4.15
29,24.52615929,0,2,3,2,42195,2,14761,45,1,2.8585461689587426,4.100277777777778
34,20.58569527,0,2,3,1,42195,2,14280,45,0,2.9548319327731094,3.966666666666667
46,22.176784519999998,0,3,1,1,42195,2,12702,37,0,3.3219178082191783,3.5283333333333333
33,21.49645615,0,2,1,1,42195,2,10527,52,0,4.008264462809917,2.9241666666666664
25,22.19460106,1,1,2,1,42195,3,12495,38,1,3.376950780312125,3.470833333333333
34,22.53944397,0,2,1,1,42195,2,11225,43,1,3.75902004454343,3.118055555555556
34,21.74523163,1,2,1,2,42195,3,14050,50,1,3.003202846975089,3.9027777777777777
35,30.5534687,0,2,1,2,42195,3,14264,17,0,2.9581463825014023,3.962222222222222
45,25.24751663,0,2,1,1,42195,2,12882,40,1,3.275500698649278,3.578333333333333
32,22.19567108,0,1,2,1,42195,2,10764,102,1,3.920011148272018,2.99
36,23.16774559,1,2,2,1,42195,2,17101,60,1,2.4673995672767672,4.750277777777778
36,25.6369915,0,2,2,2,42195,4,11580,55,0,3.643782383419689,3.216666666666667
32,23.30609322,0,1,2,2,42195,3,15310,48,1,2.756041802743305,4.252777777777777
35,24.37873268,1,2,1,2,42195,2,21290,37,1,1.9819163926726162,5.913888888888889
39,22.44668961,0,2,3,3,42195,3,14161,50,0,2.979662453216581,3.9336111111111114
32,23.78989792,0,2,3,1,42195,2,11384,75,1,3.7065179198875615,3.162222222222222
28,17.5306797,1,1,1,2,42195,3,12180,60,0,3.4642857142857144,3.3833333333333333
27,25.74573708,0,1,1,1,42195,4,11058,45,1,3.8157894736842106,3.0716666666666668
24,20.77922058,0,2,3,2,42195,2,11951,50,1,3.530666889800017,3.3197222222222225
24,20.77922058,0,2,3,1,42195,4,10448,55,1,4.038571975497703,2.902222222222222
41,24.37873268,0,2,1,1,42195,4,14130,21,0,2.98619957537155,3.925
28,20.9185257,0,1,1,2,42195,2,10717,63,1,3.9372025753475786,2.9769444444444444
30,21.53769112,1,2,2,1,42195,4,12499,47,1,3.3758700696055683,3.4719444444444445
45,23.49176788,0,2,1,2,42195,2,19200,40,1,2.19765625,5.333333333333333
38,25.23191071,0,1,2,2,42195,4,11380,61,0,3.7078207381370825,3.161111111111111
29,17.86459732,1,2,2,1,42195,2,14238,50,1,2.9635482511588704,3.955
32,23.70815659,0,2,3,3,42195,3,10604,40,1,3.979158807996982,2.9455555555555555
32,21.75764084,1,2,2,2,42195,3,12338,45,1,3.419922191603177,3.427222222222222
34,18.36547279,1,2,3,3,42195,3,11040,70,1,3.8220108695652173,3.066666666666667
28,21.59191895,0,2,3,1,42195,4,12180,57,1,3.4642857142857144,3.3833333333333333
37,19.86567116,1,1,1,1,42195,3,11426,60,1,3.6928934010152283,3.173888888888889
35,22.176784519999998,0,2,3,1,42195,3,10994,65,1,3.838002546843733,3.053888888888889
33,25.82033348,0,2,3,1,42195,3,12581,18,0,3.3538669422144505,3.4947222222222223
31,21.15354919,0,2,1,1,42195,3,10391,85,1,4.060725627947262,2.886388888888889
43,25.95398712,0,2,1,1,42195,3,14820,65,0,2.847165991902834,4.116666666666666
26,25.16318321,1,2,1,2,42195,3,11744,48,1,3.5928985013623977,3.262222222222222
44,23.08344269,0,1,2,1,42195,2,12798,52,1,3.296999531176746,3.555
24,17.87248611,0,2,1,1,42195,3,10577,75,1,3.989316441334972,2.9380555555555556
36,26.61252975,0,1,2,1,42195,2,13560,20,0,3.1117256637168142,3.7666666666666666
29,21.68908119,1,2,2,1,42195,2,14004,40,1,3.0130676949443016,3.89
27,22.01950264,0,2,3,2,42195,3,12312,60,1,3.4271442495126707,3.42
53,22.41249084,0,2,2,1,42195,3,13289,48,1,3.1751824817518246,3.6913888888888886
33,22.44668961,0,2,2,1,42195,4,12480,52,0,3.3810096153846154,3.466666666666667
21,21.97979736,0,2,2,1,42195,3,11580,50,1,3.643782383419689,3.216666666666667
29,23.59925842,0,1,2,1,42195,2,10782,68,1,3.9134668892598774,2.9949999999999997
28,25.23191071,0,1,3,1,42195,2,12964,60,0,3.2547824745448937,3.601111111111111
32,31.38913918,0,2,1,1,42195,2,14896,60,1,2.8326396348012888,4.137777777777778
46,25.96857071,0,2,2,1,42195,3,11433,60,1,3.6906323799527683,3.1758333333333337
32,22.0347538,0,2,1,1,42195,4,14460,35,0,2.91804979253112,4.016666666666667
30,20.98412895,0,2,2,2,42195,3,13200,31,1,3.1965909090909093,3.6666666666666665
41,23.67722511,0,2,1,1,42195,3,15160,50,1,2.783311345646438,4.211111111111111
33,24.50284004,1,2,2,1,42195,3,14822,40,0,2.8467818108217515,4.117222222222222
44,23.74768066,0,1,1,1,42195,4,11680,50,1,3.612585616438356,3.2444444444444445
35,23.82097435,1,2,1,2,42195,3,18010,40,0,2.3428650749583566,5.002777777777778
34,25.53605843,0,2,3,2,42195,3,12900,55,1,3.2709302325581397,3.5833333333333335
31,23.80480194,1,2,3,1,42195,3,14329,62,1,2.9447274757484823,3.980277777777778
45,23.87511635,0,2,3,2,42195,3,12007,55,1,3.5142000499708503,3.335277777777778
28,22.93917274,0,2,1,1,42195,3,15960,40,0,2.643796992481203,4.433333333333334
25,23.64960861,1,1,2,1,42195,2,12355,65,1,3.415216511533792,3.4319444444444445
35,23.24191475,0,2,1,1,42195,4,13260,50,0,3.182126696832579,3.683333333333333
29,24.1929512,0,2,2,3,42195,4,12065,55,1,3.4973062577704104,3.351388888888889
28,23.37423897,1,2,3,2,42195,3,13719,40,0,3.0756614913623443,3.8108333333333335
44,23.56902504,0,1,3,1,42195,3,13779,55,1,3.062268669714783,3.8275
45,28.55020332,0,2,2,3,42195,3,19740,55,0,2.1375379939209727,5.483333333333333
43,23.90596962,0,1,3,2,42195,2,13242,62,1,3.1864521975532396,3.6783333333333332
30,46.90821457,1,2,3,1,42195,3,18856,26,0,2.2377492575307594,5.237777777777778
31,21.30681801,1,2,1,1,42195,2,14401,40,1,2.9300048607735576,4.000277777777778
45,25.93618584,0,1,2,1,42195,3,12305,45,1,3.429093864282812,3.4180555555555556
39,24.85795403,1,2,1,3,42195,3,13350,54,1,3.160674157303371,3.7083333333333335
61,23.4375,0,2,2,1,42195,3,13811,65,0,3.0551734124972847,3.836388888888889
39,23.74768066,0,2,2,1,42195,3,14400,50,1,2.9302083333333333,4
30,21.86121559,1,2,3,2,42195,2,14040,38,0,3.0053418803418803,3.9
38,19.6476059,0,2,1,1,42195,4,9888,65,1,4.267293689320389,2.746666666666667
47,21.5194149,1,2,2,2,42195,3,17778,32,0,2.373439082011475,4.9383333333333335
41,25.97402573,0,2,3,2,42195,3,14820,42,0,2.847165991902834,4.116666666666666
39,27.1192646,1,2,2,1,42195,2,15420,40,1,2.7363813229571985,4.283333333333333
27,25.89813232,0,1,3,2,42195,4,14278,45,0,2.955245832749685,3.966111111111111
30,22.01950264,0,2,1,1,42195,3,12315,32,0,3.4263093788063337,3.4208333333333334
36,23.82097435,1,2,3,1,42195,3,18120,40,0,2.3286423841059603,5.033333333333333
57,23.98273849,0,2,2,1,42195,2,13067,68,0,3.229126807989592,3.629722222222222
38,25.8121376,0,2,1,1,42195,4,14370,40,1,2.9363256784968685,3.9916666666666667
26,26.37949944,1,2,1,1,42195,3,13874,50,0,3.041300273893614,3.8538888888888887
41,27.45825768,0,2,3,1,42195,3,15570,30,0,2.710019267822736,4.325
42,26.40168762,0,1,2,1,42195,3,12896,55,0,3.271944789081886,3.582222222222222
42,19.9094696,0,1,2,1,42195,4,11311,55,1,3.730439395278932,3.141944444444445
41,21.85183334,1,1,2,2,42195,3,15362,40,0,2.7467126676214035,4.267222222222222
54,25.96887398,0,2,1,1,42195,3,15390,33,1,2.7417153996101367,4.275
30,23.64960861,1,2,3,1,42195,2,15601,35,1,2.7046343183129284,4.333611111111111
33,19.70556259,0,2,2,1,42195,4,9279,80,1,4.547365017782089,2.5775
44,23.84960938,0,1,3,1,42195,2,11544,55,1,3.6551455301455302,3.2066666666666666
39,20.88916206,1,1,1,1,42195,3,13110,55,1,3.2185354691075516,3.6416666666666666
30,24.83164978,0,2,1,2,42195,4,12616,30,0,3.344562460367787,3.5044444444444447
51,23.49176788,1,1,3,2,42195,2,13504,60,1,3.124629739336493,3.751111111111111
40,20.3689785,1,2,3,2,42195,3,16097,45,0,2.6212958936447786,4.47138888888889
66,21.5213356,0,1,2,1,42195,3,13332,55,0,3.164941494149415,3.703333333333333
50,24.02800179,1,2,1,1,42195,3,14362,33,1,2.937961286728868,3.9894444444444446
43,21.15354919,0,1,2,1,42195,3,18066,35,0,2.3356027897708405,5.0183333333333335
35,24.48979568,0,2,3,2,42195,3,10788,58,1,3.911290322580645,2.996666666666667
42,23.83880615,1,2,2,1,42195,2,14091,30,1,2.994464551841601,3.9141666666666666
45,20.91937065,0,2,3,2,42195,3,10080,70,1,4.186011904761905,2.8
52,24.85795403,1,2,1,1,42195,3,16200,65,0,2.60462962962963,4.5
33,22.91344261,0,2,2,1,42195,4,10769,65,1,3.918191104095088,2.991388888888889
33,20.58569527,0,2,3,1,42195,2,10491,50,1,4.022018873319989,2.9141666666666666
52,26.16460609,0,1,2,1,42195,3,14406,45,0,2.928987921699292,4.001666666666667
32,22.51829529,0,2,2,1,42195,3,10968,82,1,3.8471006564551424,3.046666666666667
34,22.53944397,1,2,2,1,42195,2,12537,62,0,3.3656377123713805,3.4825
41,22.02581596,0,2,2,1,42195,2,11752,44,1,3.5904526889040165,3.2644444444444445
34,23.88304138,0,1,2,1,42195,4,12525,57,1,3.3688622754491018,3.4791666666666665
33,25.24751663,0,1,3,1,42195,3,12344,40,0,3.4182598833441347,3.428888888888889
57,21.85050583,0,2,1,2,42195,2,14282,50,0,2.9544181487186667,3.967222222222222
37,23.51625824,0,2,3,1,42195,3,15851,34,1,2.6619771623241437,4.4030555555555555
54,20.44668007,1,2,2,3,42195,2,14708,42,1,2.868846886048409,4.085555555555556
58,23.82998085,0,2,2,2,42195,4,12420,58,1,3.3973429951690823,3.45
37,27.07126808,0,2,3,2,42195,3,13412,45,1,3.1460632269609303,3.7255555555555557
56,30.86419868,0,1,2,2,42195,2,19980,40,0,2.1118618618618616,5.55
37,18.83348274,0,1,2,1,42195,2,8290,140,1,5.089867310012063,2.3027777777777776
31,25.87862206,1,2,2,1,42195,2,15591,50,1,2.706369059072542,4.3308333333333335
42,28.05194664,0,2,3,2,42195,3,14480,35,0,2.914019337016575,4.022222222222222
29,20.95170403,1,2,3,3,42195,4,11972,50,1,3.5244737721349817,3.3255555555555554
32,22.2054863,1,2,2,1,42195,3,13149,45,1,3.2089892767510837,3.6525000000000003
31,29.0236969,0,2,2,3,42195,3,14598,20,1,2.890464447184546,4.055000000000001
44,25.16514397,0,2,2,3,42195,4,13628,35,1,3.0961990020545933,3.7855555555555553
34,19.04384041,0,1,3,1,42195,3,10377,100,0,4.0662041052327265,2.8825
40,23.5923233,0,2,3,3,42195,3,11970,50,1,3.525062656641604,3.325
25,22.03365898,1,2,1,1,42195,3,15301,53,0,2.757662897849814,4.250277777777778
28,23.64960861,1,2,1,1,42195,4,16586,45,0,2.5440130230314724,4.607222222222222
23,21.40518761,0,2,3,1,42195,4,11989,60,1,3.5194761865042956,3.330277777777778
48,21.46464729,0,2,1,1,42195,3,12477,35,0,3.381822553498437,3.4658333333333333
36,24.44100571,0,2,3,1,42195,4,13022,50,0,3.240285670403932,3.6172222222222223
49,20.9185257,1,2,2,2,42195,4,14506,52,0,2.908796360126844,4.029444444444445
26,27.19061852,0,2,2,2,42195,3,15360,35,0,2.7470703125,4.266666666666667
32,24.0484848,0,2,2,1,42195,2,14127,45,0,2.9868337226587385,3.9241666666666664
34,26.93602943,0,2,1,2,42195,2,9694,72,1,4.352692387043532,2.6927777777777777
57,23.74768066,0,2,3,1,42195,2,17100,45,0,2.4675438596491226,4.75
27,23.14814949,0,2,2,2,42195,4,11971,40,0,3.524768189791997,3.325277777777778
33,24.8768692,0,1,3,1,42195,2,15338,35,0,2.7510105620028686,4.260555555555555
44,24.32528305,1,2,2,1,42195,2,12543,60,1,3.364027744558718,3.484166666666667
30,18.53243256,1,2,2,1,42195,2,14119,41,1,2.9885260995821232,3.9219444444444442
31,23.74768066,1,2,3,2,42195,4,19343,32,0,2.181409295352324,5.373055555555555
30,25.97402573,0,2,1,1,42195,3,11310,45,0,3.730769230769231,3.1416666666666666
33,21.89049911,1,2,2,1,42195,2,12862,61,1,3.2805939978230447,3.572777777777778
30,24.93506622,1,2,3,1,42195,2,16700,42,1,2.5266467065868263,4.638888888888888
36,24.55106735,0,2,1,1,42195,2,11580,56,1,3.643782383419689,3.216666666666667
49,20.91937065,1,1,1,1,42195,3,17520,38,0,2.408390410958904,4.866666666666666
42,24.85058212,0,2,3,2,42195,3,13630,60,1,3.095744680851064,3.786111111111111
32,22.72727203,0,3,1,1,42195,2,15000,30,0,2.813,4.166666666666667
36,25.54157829,1,2,2,2,42195,3,15338,60,0,2.7510105620028686,4.260555555555555
27,20.92425156,1,2,3,2,42195,3,13170,50,0,3.203872437357631,3.658333333333333
30,22.01950264,1,2,1,1,42195,3,12337,55,1,3.4201994001783254,3.4269444444444446
42,27.4961338,0,2,3,2,42195,3,13195,42,1,3.197802197802198,3.6652777777777774
62,24.56541252,0,2,1,1,42195,3,17607,42,0,2.396490032373488,4.890833333333333
31,19.97483444,1,2,1,1,42195,2,11302,80,0,3.7334100159263848,3.1394444444444445
46,21.89049911,1,2,2,1,42195,3,13812,35,1,3.054952215464813,3.8366666666666664
45,22.36208534,0,2,3,2,42195,2,11970,55,1,3.525062656641604,3.325
28,21.60493851,0,2,1,1,42195,2,14392,34,0,2.9318371317398553,3.997777777777778
25,19.70114517,1,1,3,1,42195,3,17940,42,1,2.3520066889632107,4.983333333333333
35,24.34137344,0,2,3,1,42195,3,12055,30,0,3.5002073828287017,3.348611111111111
23,23.27775955,1,2,2,1,42195,3,15660,18,0,2.6944444444444446,4.35
30,24.48979568,0,2,2,1,42195,2,16110,45,0,2.6191806331471135,4.475
44,24.23761749,0,2,3,1,42195,2,12289,63,1,3.433558466921637,3.413611111111111
34,21.24975014,0,2,3,1,42195,3,12602,32,0,3.3482780511029997,3.5005555555555556
41,25.20478821,0,2,1,1,42195,2,13500,20,1,3.1255555555555556,3.75
